drug1,drug2,SE
3690,3937,733
4691,5481350,733
4112,5352,733
4595,5493444,734
4091,3086258,734
4585,4659569,734
4168,4771,734
3121,54547,734
4168,5408,734
2118,3394,734
3325,5184,734
4900,125017,734
4634,54454,734
3419,3883,734
2088,4107,734
3365,4691,734
4594,5203,734
3702,54454,734
3143,4900,734
1983,119607,734
3961,77999,734
2118,2250,734
3386,5487301,734
4052,4542,735
4091,6447131,735
4594,4603,735
1302,2725,735
2088,4920,735
4594,72054,735
4510,77999,735
3339,24486,735
3878,4140,735
4091,657298,735
2907,54454,735
3937,5466,735
2083,4091,735
853,5245,735
2585,3883,735
2895,5466,735
143,4609,735
4485,4594,735
3639,4679,735
2895,3478,735
596,145068,736
3958,4932,736
2088,62924,736
3454,27661,736
1983,4168,736
2550,4183806,736
3414,5538,736
2550,5184,736
1775,2153,736
596,2951,736
1983,4946,736
2022,4205,736
772,4900,736
2771,5394,736
3339,4583,736
1690,2909,736
3706,5076,736
2022,2160,736
3003,5426,736
3367,5311048,736
3062,4727,737
5002,110635,737
5391,176168,737
4634,60754,737
3639,4829,737
3365,4536,737
2802,119182,737
3016,4451,737
450,2673,737
4091,4911,737
3062,3958,737
2806,3062,737
3016,3902,737
450,2269,737
5651,60147,737
3121,5035,737
4583,5358,737
2435,3957,737
5379,5544,737
2269,123620,737
4927,93860,738
3042,152945,738
4236,74989,738
2022,3007,738
450,3168,738
2118,4140,738
3158,4539,738
2250,4543,738
5267,3086258,738
4543,5090,738
4173,41781,738
2764,3325,738
3345,3476,738
3516,4635,738
450,3345,738
4159,4173,738
2520,62924,738
3639,5291,738
2678,60953,738
3386,4927,738
2462,5311181,739
3639,5372,739
2803,5525,739
2806,110634,739
2118,3198,739
2662,4451,739
2658,5073,739
3461,77993,739
444,2719,739
5203,40976,739
2771,5656,739
3062,3121,739
3899,4900,739
450,5210,739
2806,3152,739
2666,5090,739
2160,3419,739
4510,5311297,739
4409,4900,739
54374,54454,739
4634,5466,740
853,3261,740
5372,5487301,740
3899,4192,740
4485,6398970,740
4091,5311297,740
3957,152945,740
2118,60696,740
4812,5426,740
3961,130881,740
2550,5029,740
3702,4485,740
4168,5358,740
123620,150311,740
3003,3957,740
3937,4091,740
450,2678,740
2895,5038,740
6691,5487301,740
3883,4159,740
3003,3642,741
2550,4993,741
3075,115237,741
4044,5073,741
2250,4829,741
444,2187,741
1972,72938,741
3350,504578,741
3348,4635,741
2083,2266,741
3157,3937,741
5523,87177,741
3003,5523,741
942,3958,741
4900,83786,741
3746,4900,741
2171,2576,741
3961,5267,741
3676,5311297,741
13342,68740,741
3121,3310,742
4594,51263,742
3325,5073,742
2083,60852,742
2083,3279,742
3937,4211,742
2083,2476,742
3043,3706,742
853,5645,742
3157,4485,742
2250,4485,742
4873,124087,742
4485,4691,742
2083,3440,742
2771,3937,742
4679,5282044,742
3032,3339,742
2088,3461,742
3890,4594,742
3016,3440,742
2662,4659569,743
3043,3158,743
3386,3763,743
444,130881,743
4946,93860,743
2554,5515,743
83786,163742,743
2909,5267,743
3883,4727,743
853,4920,743
2895,3478,743
5523,5533,743
2554,2662,743
853,2250,743
596,5039,743
3410,3478,743
444,3440,743
2662,3463,743
3339,4679,743
3559,60854,743
3446,3793,744
3958,5311027,744
4674,57537,744
3339,36811,744
3405,4171,744
2462,2673,744
4168,5514,744
853,2631,744
6691,54374,744
4634,156419,744
5064,6691,744
2585,3878,744
3386,5035,744
4411,5035,744
2083,2802,744
2512,2771,744
5376,54454,744
4594,5245,744
3958,4900,744
2806,5544,744
4236,60815,745
2662,3899,745
4075,150610,745
3767,60831,745
3161,54547,745
2550,3468412,745
4112,5487,745
2088,5391,745
3367,4200,745
4052,176168,745
4900,3468412,745
4112,4475485,745
2907,5496,745
2265,4159,745
596,3454,745
4112,150311,745
596,147912,745
3825,4679,745
3793,4900,745
3746,4112,745
4679,508230,746
3405,83786,746
2022,6398970,746
3937,60184,746
2520,3780,746
1983,2269,746
4873,6918453,746
3386,176870,746
3640,5352,746
2802,5195,746
3877,3883,746
2771,38904,746
3062,3386,746
4900,5538,746
2764,3365,746
4594,4917,746
3339,4594,746
853,60835,746
3823,4594,746
47725,68740,746
5656,119182,747
5212,5556,747
4485,4659569,747
5203,5210,747
5002,5556,747
2083,2405,747
4585,4873,747
4485,3085017,747
62924,153941,747
1983,4183806,747
4112,6398525,747
3333,77999,747
3365,4463,747
3062,3639,747
2771,3016,747
2818,4634,747
596,2622,747
3958,4894,747
4585,148192,747
2083,4873,747
2249,9571074,748
3957,71273,748
2806,4509,748
3042,3108,748
4168,156419,748
2662,2955,748
4463,5771,748
450,5481350,748
1775,3393,748
3255,3878,748
2249,2764,748
5391,5650,748
2554,4599,748
4449,5544,748
2269,5717,748
3954,4666,748
4927,170361,748
2244,5073,748
2802,3957,748
3658,5073,748
3365,5078,749
937,4885,749
4679,5076,749
4635,60852,749
3883,5381,749
4205,54547,749
60953,71158,749
6691,6447131,749
2083,2142,749
4171,5486,749
3405,4510,749
3962,68740,749
2471,54454,749
2088,5245,749
3279,4594,749
444,124087,749
3325,5245,749
772,3676,749
4510,4585,749
4171,176870,749
2802,4675,750
4168,5095,750
853,60754,750
3325,5311039,750
3339,4932,750
2576,3059,750
3672,4506,750
4927,119607,750
5090,5215,750
3672,4046,750
3016,4594,750
3003,38904,750
4095,5203,750
4594,170361,750
3348,3440,750
4635,4927,750
2462,4058,750
5203,34312,750
3222,3440,750
5401,38904,750
3446,5184,751
2083,4599,751
2083,3305,751
3676,9433,751
3032,5584,751
3559,4259,751
4748,104865,751
5596,444033,751
4091,4727,751
4594,28112,751
4594,4873,751
4449,10631,751
2083,4873,751
5203,5401,751
2083,2678,751
1983,5514,751
2477,5064,751
60835,115237,751
444,4158,751
2554,2802,751
4112,71158,752
4635,60754,752
2244,4140,752
3161,4614,752
2244,4539,752
838,82146,752
3877,504578,752
5734,1349907,752
3365,5195,752
3767,5408,752
5523,27661,752
2576,4510,752
2088,3676,752
3937,5329102,752
4510,5487,752
3676,5005,752
772,2269,752
4171,150310,752
2585,3419,752
4635,5245,752
2806,71329,753
4170,54808,753
2541,5095,753
3062,93860,753
3672,3730,753
3440,3780,753
444,3384,753
4585,24011,753
5732,104741,753
4594,5078,753
3957,5650,753
4091,4583,753
3042,4583,753
3348,3476,753
2520,4173,753
2083,4253,753
3348,3488,753
450,5523,753
853,5311297,753
2764,5514,753
861,51634,754
3345,3467,754
1117,3419,754
4168,667490,754
3957,4943,754
4666,115237,754
3310,54688,754
2250,60852,754
4946,5514,754
3780,443871,754
3143,5650,754
772,2617,754
3032,41781,754
4666,4819,754
3937,4112,754
3440,5726,754
2662,3937,754
853,60953,754
853,3961,754
4900,60953,754
2308,5353980,755
3016,77999,755
3345,3954,755
3016,3937,755
3937,4536,755
4510,6436173,755
3957,5578,755
3157,5717,755
4058,68740,755
4205,4691,755
4594,5651,755
3032,28112,755
3715,83786,755
2666,3639,755
2666,3440,755
1983,2471,755
2891,4873,755
3899,4889,755
3158,4594,755
5073,5656,755
2162,2182,756
2160,2375,756
4091,9571074,756
2284,27661,756
2978,4479097,756
2162,3463,756
3365,5505,756
5514,667490,756
2662,5721,756
937,5978,756
5394,60147,756
4168,5426,756
3467,4900,756
3365,151165,756
772,5073,756
4635,5029,756
3883,4259,756
4614,4856,756
4168,4829,756
2269,5002,756
3222,4946,757
2554,3414,757
2771,5203,757
4168,4691,757
2818,4091,757
3003,4893,757
2678,3384,757
54454,68844,757
853,4723,757
3016,5515,757
3958,5039,757
4171,4819,757
4927,5650,757
2118,2162,757
4091,216326,757
4112,4189,757
1302,2244,757
3032,4112,757
2662,3386,757
4635,87177,757
444,3305,758
3957,56339,758
861,4691,758
2771,4893,758
4599,4911,758
2812,119607,758
4419,4674,758
3749,4158,758
3672,4607,758
5523,54786,758
4107,4595,758
450,2554,758
2812,4583,758
2250,4236,758
2083,60852,758
853,5719,758
450,937,758
2265,4691,758
3003,87177,758
4900,5077,758
3878,5735,759
1065,4449,759
5267,71329,759
4112,5525,759
3121,3961,759
2244,60953,759
2162,5525,759
2250,2726,759
2666,19090,759
5556,60831,759
2265,5152,759
853,5656,759
4894,60835,759
2249,2375,759
5538,10631,759
3476,5493381,759
3405,3648,759
3075,4539,759
3161,3639,759
3954,83786,759
2554,60696,760
1983,2585,760
3957,39860,760
4594,153941,760
2786,3657,760
2666,59708,760
3516,5473385,760
3157,60843,760
2771,2951,760
2153,2650,760
2678,3365,760
3883,4159,760
772,2173,760
2678,5538,760
3121,5656,760
3652,4159,760
3016,3957,760
2802,3652,760
2249,2308,760
2512,5245,760
4900,57537,761
853,5473385,761
5212,60854,761
4112,4183806,761
853,1690,761
853,3365,761
2662,2949,761
2118,2474,761
2118,5352,761
2462,2806,761
2771,119607,761
271,3883,761
2806,119607,761
2088,5203,761
2462,4894,761
4691,150311,761
2541,6691,761
3016,3440,761
853,3488,761
3957,60831,761
937,4449,762
4594,54688,762
3637,4499,762
2083,2658,762
2520,4547,762
2524,5525,762
4900,163742,762
2083,2610,762
3478,3637,762
4635,4873,762
2156,3958,762
2541,34312,762
4510,28112,762
4900,62924,762
5650,60831,762
4173,5203,762
3365,5650,762
3780,4171,762
3419,3446,762
2617,4485,762
772,56959,763
2801,4666,763
2955,4034,763
2576,5472,763
2284,3117,763
4159,4889,763
1983,5394,763
444,444033,763
2803,444013,763
1117,64147,763
4171,54454,763
2818,28112,763
3222,4900,763
3749,83786,763
2022,5029,763
3672,3958,763
3043,4463,763
2803,5650,763
3454,4594,763
2803,6398525,763
2520,6436173,764
4594,51634,764
4889,60953,764
4679,60787,764
3222,4034,764
4845,5282226,764
5064,444013,764
3255,5234,764
3902,5473385,764
3121,83786,764
143,2162,764
3121,34312,764
3902,5672,764
3308,4112,764
1983,2764,764
4819,5650,764
3826,5090,764
3640,4510,764
3075,5040,764
2617,4927,764
853,4054,765
2802,5482,765
596,5533,765
3075,4253,765
2083,3405,765
2806,42113,765
4634,5473385,765
4927,60843,765
4236,77992,765
2088,5593,765
2171,5656,765
3825,4829,765
3419,3962,765
2891,5732,765
444,1302,765
5732,5487301,765
4259,5029,765
3672,3676,765
4034,4510,765
3883,60854,765
5090,5525,766
596,4054,766
5064,5572,766
3746,4740,766
853,3929,766
2269,5572,766
2802,4828,766
3899,9433,766
3325,4730,766
2786,4900,766
4543,6691,766
3640,3715,766
2631,4873,766
3255,9433,766
2764,4894,766
3365,65027,766
596,3648,766
2088,5090,766
2269,3954,766
2250,2786,766
3648,4873,767
2818,77993,767
4054,77999,767
2812,3877,767
3639,5878,767
4158,5515,767
4594,5493381,767
4091,74989,767
2520,2622,767
3957,19090,767
2244,2726,767
3310,3957,767
2771,3308,767
2088,3672,767
1065,1302,767
4666,5029,767
2118,5544,767
3348,5379,767
2187,3348,767
4158,4594,767
3042,4748,768
4168,71329,768
5732,60184,768
2250,5515,768
4583,40976,768
3075,60795,768
5039,41774,768
5039,60787,768
453,2610,768
5040,5215,768
3929,4635,768
3476,4173,768
596,5645,768
2786,3958,768
772,4595,768
143,5095,768
3823,5039,768
3639,4509,768
3365,3749,768
3454,5039,768
4253,4679,769
4873,216239,769
2249,5282226,769
3478,4819,769
3440,3658,769
4873,60854,769
3672,4736,769
772,56959,769
3826,150311,769
3157,3384,769
3062,60147,769
3365,4595,769
3042,119607,769
3746,5472,769
5203,5647,769
271,2803,769
2244,4159,769
2269,4173,769
2550,6691,769
450,4034,769
54454,60754,770
2267,39765,770
271,2244,770
3440,60815,770
2478,3042,770
2732,3657,770
853,3825,770
3640,3763,770
596,3488,770
2802,5584,770
2520,130881,770
1983,4253,770
4253,119182,770
3478,6398525,770
1071,5544,770
598,4666,770
2732,3883,770
3461,60198,770
772,1983,770
1690,60953,770
3672,3883,771
4595,5584,771
2083,3454,771
3345,87177,771
4513,150310,771
5656,60835,771
3878,68844,771
772,937,771
2250,4189,771
3333,657298,771
2803,4170,771
2662,4679,771
3003,77999,771
1978,2171,771
3121,60795,771
2476,5076,771
3676,5005,771
3075,4170,771
3154,4475485,771
2405,5040,771
3403,3476,772
2160,2171,772
3345,4449,772
2083,54841,772
3929,4473,772
3365,5215,772
3043,119607,772
62924,3002190,772
2142,3410,772
4594,163742,772
3961,60198,772
2756,4594,772
4259,4594,772
3365,4583,772
3003,5076,772
3690,5978,772
2249,5544,772
3878,4900,772
3152,3961,772
3639,3002190,772
3639,3676,773
4253,154059,773
4691,122316,773
3702,123606,773
5291,176168,773
5039,5311181,773
2284,115237,773
3516,4463,773
2462,3203,773
2156,12620,773
2907,6398525,773
2162,4674,773
4856,5311297,773
4259,5311297,773
2462,3032,773
3446,4183806,773
2764,3928,773
3639,5234,773
2771,4616,773
2802,60147,773
4917,5005,774
4158,42113,774
4509,60795,774
2088,176870,774
2554,3032,774
3333,160051,774
4873,54374,774
3339,71616,774
2771,3461,774
4614,71273,774
4259,54454,774
2022,5311297,774
2764,5281007,774
1983,3696,774
4205,4894,774
942,3386,774
942,2160,774
2662,5245,774
2118,2666,774
3516,4873,774
596,5493444,775
3877,5029,775
5234,24486,775
4171,5593,775
4900,5311048,775
2022,3878,775
5523,125017,775
4634,5726,775
3823,72054,775
5038,119607,775
5203,60147,775
772,3883,775
2088,3308,775
3964,5002,775
5002,71158,775
4112,4173,775
4205,5656,775
2022,5215,775
3780,56959,775
2909,4603,775
2585,5035,776
2801,4659569,776
3042,48175,776
450,5719,776
853,5002,776
2249,4601,776
2891,667490,776
3826,4634,776
2806,3821,776
3958,4828,776
444,123631,776
4168,4900,776
2162,3085017,776
3954,60835,776
2083,5556,776
2083,3032,776
5358,123620,776
3365,5245,776
3365,83786,776
3702,83786,776
3379,41317,777
4585,5064,777
4107,5184,777
4900,82146,777
937,4730,777
3559,119607,777
2118,4675,777
3016,4736,777
3883,8953,777
3393,5645,777
2756,2802,777
4679,123620,777
5391,6691,777
2083,6398525,777
838,2650,777
2662,3419,777
4594,5726,777
2284,68740,777
4583,4585,777
2478,3310,777
2550,2576,778
2265,71616,778
3440,91270,778
3365,5035,778
5090,5473385,778
3348,153941,778
4052,5514,778
4171,5453,778
2713,123631,778
4595,5210,778
87177,6398525,778
3823,60147,778
2909,508230,778
2955,4927,778
4595,5212,778
4666,19090,778
772,3911,778
5029,119607,778
2088,4509,778
3559,4679,778
2802,4539,779
4873,5514,779
3339,71273,779
3003,48175,779
2520,5281104,779
2088,4509,779
3385,5311297,779
3255,5472,779
3937,153941,779
3062,4236,779
4510,4691,779
853,2771,779
5544,62924,779
5391,5533,779
2895,4510,779
2088,62924,779
853,119607,779
3750,4253,779
1983,3954,779
3440,5267,779
4171,5656,780
2806,3255,780
4171,4411,780
2088,5362070,780
2083,4205,780
4873,60787,780
2088,4911,780
3348,4917,780
4666,54841,780
5039,60865,780
4900,65999,780
3003,3468412,780
2907,4594,780
853,3222,780
3937,5732,780
3308,3652,780
4052,5401,780
772,2244,780
3325,4058,780
4594,4666,780
3750,54808,781
1302,60754,781
3003,5596,781
3345,125889,781
2269,5215,781
3937,39765,781
3365,5035,781
4409,60612,781
853,3032,781
4168,6691,781
4594,119607,781
2269,5523,781
5732,62924,781
2269,4585,781
4679,5002,781
3734,4889,781
5073,28112,781
4170,4409,781
4171,5267,781
4691,5073,781
2083,4506,782
4168,5297,782
2022,4542,782
3016,3279,782
3062,60865,782
1775,5533,782
2265,3086258,782
2269,5038,782
2269,2308,782
937,4253,782
1983,4201,782
772,54374,782
1302,3032,782
2806,5523,782
2662,3394,782
2265,3016,782
2088,54454,782
4451,4463,782
2083,2666,782
2173,2631,782
2250,3255,783
3350,5453,783
27661,163742,783
2585,3690,783
853,2609,783
3345,68740,783
3883,16231,783
4594,56959,783
5064,5253,783
3658,4736,783
3075,5039,783
3929,4594,783
2895,4595,783
2022,3652,783
3333,4168,783
4236,5514,783
71616,5311048,783
4829,5544,783
3958,91270,783
3652,5358,783
3348,4727,784
143,2405,784
3463,3958,784
3883,4011,784
1983,3657,784
3672,5358,784
3780,60754,784
2250,153941,784
2662,4140,784
4173,5401,784
3954,151165,784
27661,62924,784
2541,32797,784
3121,3446,784
1302,56959,784
3672,91270,784
271,772,784
2083,2554,784
3043,5155,784
3878,5650,784
4171,4513,785
2520,4829,785
3488,5473385,785
444,4583,785
3339,5376,785
853,2130,785
2576,5311039,785
2585,2756,785
2662,3964,785
2678,3062316,785
4171,4594,785
2171,62924,785
2153,3883,785
2171,4168,785
54454,123620,785
3339,123620,785
4112,5039,785
2244,3696,785
1302,54688,785
1302,5090,785
2617,5544,786
3958,4170,786
5533,91270,786
2250,32797,786
2308,60877,786
4900,6398970,786
772,444013,786
3016,14888,786
3062,3066,786
3348,34312,786
3749,54454,786
2550,4946,786
3345,4634,786
444,10631,786
3016,5073,786
3869,5650,786
1302,4679,786
3016,5267,786
4091,123620,786
853,5732,786
3365,54454,787
6691,104865,787
2160,3414,787
3308,3964,787
3639,47725,787
5544,5311048,787
2083,2177,787
450,4845,787
2541,2802,787
3672,16231,787
2646,3672,787
3962,119607,787
4691,5391,787
5245,5493444,787
2022,4259,787
4485,5493444,787
3746,4594,787
1302,5656,787
4634,54688,787
2250,77999,787
5152,5362420,788
2554,5245,788
3075,4603,788
2771,13342,788
772,4189,788
2662,5077,788
4052,4909,788
3350,4583,788
2771,3516,788
4485,71329,788
3715,5039,788
3957,54454,788
937,4485,788
3003,4449,788
4485,150311,788
4614,5005,788
5514,60835,788
4911,83786,788
5029,4475485,788
4253,3002190,788
3899,5311082,789
2554,4140,789
4583,5206,789
2474,3696,789
4679,5311039,789
3261,145068,789
2678,9433,789
3648,148192,789
2662,148192,789
4634,5391,789
3958,4927,789
3440,5734,789
5002,5358,789
2576,3516,789
3957,60865,789
1302,2978,789
2477,3883,789
3324,4927,789
3958,504578,789
4635,5152,789
2678,3467,790
3961,4927,790
3883,27686,790
3767,150310,790
2895,4607,790
2462,5038,790
3032,3385,790
5039,5381226,790
2541,2803,790
83786,151165,790
4829,5401,790
4583,87177,790
2895,4236,790
4917,5090,790
4900,6691,790
3059,5353980,790
937,54454,790
4585,5203,790
3032,3883,790
3043,3339,790
3339,667490,791
3958,5731,791
3652,4674,791
772,443871,791
3345,4140,791
3345,3446,791
444,4674,791
5391,4659569,791
3961,4168,791
2477,3168,791
772,3386,791
444,3348,791
853,2802,791
3958,5719,791
4091,5391,791
3961,5656,791
3883,5064,791
853,4635,791
853,3639,791
5719,34312,791
2806,3911,792
2895,5593,792
596,2646,792
4107,4603,792
3393,6447131,792
4679,47320,792
3446,5478,792
2160,2786,792
4543,9433,792
3348,3958,792
3958,4583,792
4112,83786,792
2658,5426,792
3702,4138,792
4212,4674,792
2585,5064,792
2160,3003,792
3446,3750,792
3746,5203,792
2658,87177,792
2022,60854,793
2764,4727,793
2909,5878,793
2541,4635,793
4583,68844,793
3640,4909,793
2909,27686,793
3958,5005,793
5029,5731,793
3958,5408,793
2662,3003,793
3899,5353980,793
1690,2244,793
4171,104865,793
3961,4594,793
3345,4873,793
2666,4509,793
1971,2909,793
2249,3911,793
3345,3958,793
3883,150610,794
3883,54547,794
3325,5070,794
5203,5215,794
4485,4999,794
2249,4419,794
5002,5731,794
2244,5478,794
937,4473,794
2554,3637,794
3883,4513,794
2088,4594,794
3639,10631,794
2250,5311027,794
2088,4052,794
1065,60835,794
4889,5650,794
2771,3386,794
4091,4691,794
5203,10631,794
3350,5297,795
3348,5376,795
3325,4599,795
3914,4189,795
2909,3928,795
4583,150311,795
853,3114,795
3386,24011,795
853,4659569,795
4595,60787,795
2802,5732,795
4205,4449,795
3016,4691,795
2678,5538,795
4075,6398525,795
4594,5731,795
2786,5379,795
444,4475485,795
4513,4594,795
5090,125889,795
2477,2524,796
3672,5717,796
4585,176168,796
4236,5556,796
3003,3878,796
2576,3702,796
3958,213039,796
3419,4173,796
3152,3085017,796
3386,110634,796
3957,5732,796
2891,5152,796
4058,34312,796
4034,5002,796
450,5029,796
2802,3883,796
5090,5352,796
5002,5038,796
3902,60198,796
2909,83786,796
2749,3062316,797
2160,3957,797
2118,2283,797
3062,71158,797
3446,667490,797
3715,4599,797
3488,4058,797
2088,4509,797
2088,4201,797
3958,444033,797
2806,4409,797
3516,3883,797
3672,5039,797
2764,10631,797
2895,4168,797
3348,4927,797
4679,4475485,797
1302,2678,797
4510,10631,797
5245,4475485,797
2130,3675,798
4170,54547,798
2160,3878,798
2088,5245,798
271,3365,798
3937,4201,798
2160,2662,798
2801,4583,798
3333,5184,798
4170,9571074,798
2622,4679,798
3339,5039,798
4485,5039,798
2088,3440,798
4889,5039,798
4236,56339,798
2662,3899,798
2771,3075,798
3365,5281104,798
3640,3958,798
4168,5647,799
2130,6447131,799
3325,4666,799
4485,60843,799
2088,5394,799
2249,71273,799
942,2519,799
2369,4583,799
3746,60871,799
3348,3404,799
1983,2610,799
3749,4171,799
4585,60854,799
2520,5472,799
2554,4873,799
4034,5523,799
3937,3962,799
1302,3440,799
3152,5650,799
2771,5472,799
937,5035,800
3883,4183806,800
5035,9571074,800
5073,4479097,800
3345,4594,800
4900,5453,800
3715,4900,800
853,5311027,800
3639,54688,800
2250,5206,800
853,3559,800
4679,5651,800
5487,123620,800
3032,3440,800
3715,4691,800
3937,5073,800
2487,4585,800
3121,3826,800
2678,5073,800
853,60854,800
2662,12536,801
853,14888,801
2088,5040,801
5090,6691,801
3158,216326,801
2524,5719,801
2284,4691,801
3652,4158,801
5029,5155,801
4543,57537,801
2153,2541,801
3661,4510,801
2187,5005,801
2656,4889,801
2022,5372,801
3826,3958,801
2474,4138,801
4107,4253,801
2806,150310,801
3957,4740,801
444,2405,802
5095,68844,802
5656,60852,802
2771,5647,802
2806,4539,802
2524,110635,802
853,3928,802
2764,3911,802
4112,5282226,802
2022,60184,802
2895,5656,802
3957,4873,802
4917,197712,802
2955,3075,802
3143,176870,802
1983,2022,802
5732,77999,802
4889,60147,802
2284,2951,802
2764,4075,802
2522,4614,803
3516,444013,803
1971,2771,803
4829,71616,803
3961,4674,803
2153,5473385,803
3962,123631,803
5152,60787,803
5408,5493381,803
3639,213039,803
3958,4411,803
3348,3478,803
2802,3476,803
5038,41781,803
4927,5090,803
4173,3002190,803
2118,123620,803
2083,3143,803
2806,4112,803
3825,5650,803
3937,68740,804
3032,6918453,804
4475485,5493381,804
2909,3928,804
4900,4920,804
5245,13342,804
2088,504578,804
4856,74989,804
2764,4609,804
2554,3222,804
2733,5039,804
3365,3957,804
4236,5656,804
1983,5064,804
2806,3348,804
2471,4409,804
2284,3957,804
4510,4889,804
2764,4634,804
2909,3454,804
4053,5212,805
3016,5381,805
772,24486,805
2622,5311082,805
853,4991,805
1972,4603,805
2520,32797,805
4894,170361,805
3826,60696,805
3365,91270,805
2249,3750,805
5245,5544,805
2083,3333,805
1690,2622,805
4900,5090,805
2666,4889,805
2678,3003,805
3143,4674,805
3672,5005,805
5656,59708,805
4171,5184,806
3339,3746,806
2088,5496,806
2585,2712,806
3075,77993,806
4634,59708,806
1983,2909,806
2083,2274,806
3075,3750,806
5650,160051,806
4635,5073,806
3954,60852,806
3365,4900,806
4679,27661,806
2022,2471,806
3749,5978,806
3961,60147,806
3639,3883,806
3062,5038,806
3062,3154,806
772,4812,807
271,148211,807
87177,91270,807
3016,4091,807
271,3168,807
2812,60835,807
2585,150311,807
3143,5731,807
3405,36339,807
2156,4497,807
772,4679,807
1983,62924,807
2477,5073,807
2156,41781,807
271,3405,807
4666,123631,807
2269,3161,807
4173,5651,807
3348,5212,807
4594,62924,807
3345,5215,808
3899,4675,808
3639,4473,808
3016,14888,808
5064,93860,808
4112,4845,808
2576,2949,808
4599,5052,808
3121,4583,808
2083,5978,808
3883,5035,808
4594,5401,808
3446,4771,808
3476,3648,808
2088,3446,808
4594,6398525,808
3075,4740,808
143,4609,808
2083,5029,808
3883,5656,808
2764,60184,809
3937,4183806,809
3003,3042,809
2662,3261,809
2812,125889,809
68740,125889,809
28112,6436173,809
5512,60877,809
1302,4946,809
3911,657298,809
1983,5523,809
4691,5212,809
5523,152945,809
2156,150310,809
772,4900,809
3222,110634,809
2978,68740,809
937,3348,809
4170,54454,809
2802,4917,809
2153,3372,810
5206,123606,810
5394,6398970,810
2462,4173,810
124087,163742,810
3958,4138,810
1302,3382,810
3821,5267,810
3877,4536,810
2662,5656,810
85,2585,810
4943,5267,810
2554,4205,810
3003,4112,810
4112,4473,810
2585,4475485,810
3405,3780,810
3016,5090,810
2088,4475485,810
4473,5650,810
3657,4991,811
2249,3152,811
3746,5645,811
5029,54374,811
3488,3961,811
2520,62924,811
3350,5203,811
3003,3961,811
2771,3750,811
3157,130881,811
2909,508230,811
2244,443871,811
4052,4856,811
27661,60147,811
1983,2088,811
4253,4609,811
3446,54688,811
4900,5039,811
1983,3161,811
4171,5282226,811
5245,5515,812
2550,72467,812
3440,4771,812
2250,4659568,812
3032,4889,812
450,9052,812
3746,91270,812
2244,2771,812
5029,24011,812
853,2622,812
3825,5039,812
2083,3961,812
2550,4889,812
5029,56959,812
5039,4475485,812
3661,5039,812
2550,3032,812
2806,3736,812
2806,5253,812
2265,5038,812
4173,4205,813
3062,4058,813
3405,4200,813
3639,4595,813
2265,3877,813
3003,5076,813
2118,4189,813
2269,3639,813
937,5212,813
1046,104741,813
3016,60835,813
2265,4691,813
3639,5029,813
3032,4253,813
3161,5544,813
4171,60953,813
1983,83786,813
3954,148211,813
2265,2764,813
1983,77999,813
2088,123606,814
3075,4932,814
3658,39765,814
3308,4723,814
444,1690,814
2631,3446,814
1983,5593,814
4585,13342,814
4927,443871,814
3016,4479097,814
74989,3468412,814
3750,4829,814
5212,6398525,814
3157,4253,814
3446,4674,814
3003,4183806,814
4112,4889,814
4829,65999,814
3902,4168,814
3003,3510,814
1983,5029,815
1302,4659568,815
2678,5064,815
4679,3086258,815
3883,28112,815
3883,4666,815
2083,2818,815
3883,176168,815
2088,2646,815
2576,3203,815
2895,3958,815
3405,5040,815
3883,5203,815
2764,4259,815
3365,3958,815
2088,4900,815
4594,5734,815
2088,2250,815
3446,5533,815
2576,2678,815
3639,41774,816
4506,5408,816
3016,3278,816
3325,123606,816
2771,5978,816
3957,5878,816
2756,216239,816
123620,5362420,816
772,2267,816
3461,5282226,816
2160,4601,816
3750,4595,816
3143,3365,816
2786,3937,816
1983,4173,816
3958,5572,816
3032,60835,816
3348,5719,816
3348,5203,816
3446,176870,816
1983,71329,817
4745,5311181,817
3957,5311027,817
3639,3869,817
2083,156419,817
4449,5717,817
2550,83786,817
861,4451,817
4510,5064,817
3003,4052,817
3062,5203,817
2462,3003,817
2284,3348,817
2806,3075,817
3954,5481350,817
2088,54454,817
3345,4168,817
2520,4679,817
4485,5005,817
4616,77999,817
4212,41774,818
3405,4189,818
2022,1349907,818
3639,60877,818
5514,5481350,818
4634,163742,818
4634,4917,818
2576,65999,818
2173,5379,818
1983,5391,818
1983,4212,818
3958,4635,818
2802,3203,818
2895,3345,818
4168,4927,818
4107,5523,818
4635,4900,818
2662,5514,818
772,3325,818
4052,216239,818
2749,19090,819
772,4485,819
4173,4211,819
3161,4425,819
3957,4893,819
1972,5379,819
3345,5401,819
2554,131536,819
1972,2182,819
4583,5402,819
3440,4411,819
2786,4594,819
2786,3957,819
2806,5401,819
3958,148211,819
3746,3937,819
3937,4253,819
3937,5038,819
2083,4583,819
4253,54454,819
4112,4927,820
2554,5717,820
2786,42113,820
4594,5052,820
2802,3964,820
2088,5253,820
1983,5078,820
1302,60852,820
3825,148192,820
596,5572,820
3003,5978,820
2666,3446,820
2265,54688,820
853,3152,820
3883,54454,820
4168,4894,820
453,3640,820
2666,3958,820
3345,4946,820
3446,5401,820
2895,5212,821
3325,60164,821
4594,34312,821
2771,504578,821
4168,16231,821
4159,5544,821
2749,4542,821
853,3639,821
